Thread 2	338800	95574100
Thread 3	310900	106022000
Thread 1	425300	32124700
Thread 3	353800	58201000
Thread 4	268500	97400400
Thread 2	369200	108552200
Thread 4	271400	31765700
Thread 1	450000	71618500
Thread 2	418400	94227300
Thread 3	333400	112715300
Thread 1	461600	30202700
Thread 2	448600	89393700
Thread 4	295700	98018600
Thread 3	321200	108701000
Thread 1	478700	39034200
Thread 4	374900	73657500
Thread 2	593200	100895300
Thread 3	448900	115606200
Thread 4	352500	65395300
Thread 3	420100	86090500
Thread 2	472000	91905800
Thread 1	509400	103686800
Thread 1	461800	34923200
Thread 2	445600	64206600
Thread 4	328400	101311800
Thread 3	365600	112952100
Thread 1	403300	33756800
Thread 4	219800	64426500
Thread 2	376900	98744100
Thread 3	276000	111984300
Thread 2	423900	41135300
Thread 3	267600	67676800
Thread 1	442300	94902500
Thread 4	285000	108219500
Thread 1	377300	30722200
Thread 2	355900	55920900
Thread 3	268800	92014000
Thread 4	244700	101952900
Thread 1	390200	34595600
Thread 3	305300	64446800
Thread 4	233300	101609500
Thread 2	330600	111692800
Thread 1	933100	37486700
Thread 2	903600	65694000
Thread 3	825900	101919100
Thread 4	799700	111520900
Thread 1	432500	30804400
Thread 2	305600	59998100
Thread 4	233900	91746100
Thread 3	303500	105866600
Thread 3	420700	32499100
Thread 4	314700	58588100
Thread 1	483200	87395900
Thread 2	435800	100123500
Thread 1	462700	32735200
Thread 2	461700	59797700
Thread 3	355800	93167800
Thread 4	383000	103152400
Thread 4	467200	52751500
Thread 2	499400	93742500
Thread 1	639800	123595000
Thread 3	584800	126614500
Thread 2	466000	33946500
Thread 4	321400	60220000
Thread 1	481700	91944000
Thread 3	352200	104928900
Thread 1	438200	29878800
Thread 3	422500	54851600
Thread 4	317700	88088000
Thread 2	365100	98253600
Thread 1	436200	30266000
Thread 3	331300	55631900
Thread 2	397500	89397100
Thread 4	302100	99526200
Thread 1	410400	30825000
Thread 2	363300	58810500
Thread 4	266700	96944400
Thread 3	300500	115423300
Thread 1	487600	36752300
Thread 3	387600	71513300
Thread 2	461000	99298600
Thread 4	354500	117359300
Thread 1	381400	31527100
Thread 2	346600	60731600
Thread 4	259800	85697100
Thread 3	303500	106865500
Thread 1	441000	35239400
Thread 2	374800	60509300
Thread 3	267100	95411100
Thread 4	250500	105312200
Thread 1	554400	35222100
Thread 2	539100	63604400
Thread 3	474600	91081200
Thread 4	435400	118063600
Thread 1	516100	31419900
Thread 2	466700	59871600
Thread 3	373300	96357500
Thread 4	359100	107611700
Thread 4	512300	52953600
Thread 3	600200	101210900
Thread 2	470000	107692500
Thread 1	608200	116554600
Thread 1	481300	30017600
Thread 2	454200	56128300
Thread 3	342600	89867400
Thread 4	346900	101339900
